	index	Air Date	Category	Value	Question	Answer
4945	6020	2011-07-19	"THE ""RAT"" PACK"	$1600	Climbing palm of Asia used to make furniture	rattan
4946	6021	2011-07-19	FRANKS	$2000	"Franks without ""natural"" casings were likely housed in this, the main constituent of plants' cell walls"	cellulose
4947	6022	2011-07-19	DEAN	$2000	"This association that accredits U.S. law schools stipulates that ""a law school shall have a full-time dean"""	the American Bar Association
4948	6023	2011-07-19	SAMI	$3,800	The Sami were gravely affected by this 1986 disaster as fish & livestock meat became tainted	Chernobyl
4949	6024	2011-07-19	JOEY	$4,200	"Seen <a href=""http://www.j-archive.com/media/2011-07-19_DJ_29.jpg"" target=""_blank"">here</a> is a joey of this marsupial species whose name is from the Telugu word pandi-kokku, meaning ""pig-rat"""	bandicoot
4950	6025	2011-07-19	PETER	$2000	"This British actor from ""The Usual Suspects"", ""In the Name of the Father"" & ""The Town"" passed away in 2011"	Pete Postlethwaite
4951	6026	2011-07-19	"THE ""RAT"" PACK"	$2000	9-letter word for the underlying reason for a belief or course of action	rationale
4952	6027	2011-07-18	FRENCH COMPOSERS	$200	"This composer died on June 3, 1875, exactly 3 months after his ""Carmen"" premiered"	Bizet
4953	6028	2011-07-18	TV CAREER MOVES	$200	"This ""Friends"" star left the ""Dirt"" behind & moved on up to ""Cougar Town"""	Courteney Cox
4954	6029	2011-07-18	COMMON BOND CUISINE	$200	Cobb, chef's, Waldorf	salad
4955	6030	2011-07-18	COUNTRIES' CURRENCIES	$200	Like Mexico, the Philippines uses this as its basic monetary unit	the peso
4956	6031	2011-07-18	AT HOME WITH A GOOD BOOK	$200	Twelve oaks, the Wilkes family plantation	Gone with the Wind
4957	6032	2011-07-18	"""EARS"" TO YOU"	$200	Lances & pikes are types of these	spears
4958	6033	2011-07-18	FRENCH COMPOSERS	$400	Many of Francois Couperin's works were written for this old keyboard instrument, including 27 suites	a harpsichord
4959	6034	2011-07-18	TV CAREER MOVES	$400	"""Mad Men"" enthusiasts should know that Elisabeth Moss was Zoey Bartlet for seven years on this series"	The West Wing
4960	6035	2011-07-18	COMMON BOND CUISINE	$400	Short, baby back, St. Louis style	ribs
4961	6036	2011-07-18	COUNTRIES' CURRENCIES	$400	"(<a href=""http://www.j-archive.com/media/2011-07-18_J_10.jpg"" target=""_blank"">Kelly of the Clue Crew presents the clue from Sydney, Australia.</a>)  Australia was the first country to start making bills out of this.  They improve security and last much longer than paper bills, if you don't spend them."	plastic
4962	6037	2011-07-18	AT HOME WITH A GOOD BOOK	$400	The Slopes, the estate of the Stoke-d'Urbervilles	Tess of the d'Urbervilles
4963	6038	2011-07-18	"""EARS"" TO YOU"	$400	Retail giant founded in 1893	Sears
4964	6039	2011-07-18	FRENCH COMPOSERS	$600	"Although his ""Clair De Lune"" is often performed as a separate piece, it's actually the third movement in ""Suite Bergamasque"""	Debussey
4965	6040	2011-07-18	TV CAREER MOVES	$600	"After playing Marissa on ""The O.C."". this waifish gal strutted her stuff as a model on ""The Beautiful Life"""	Mischa Barton
4966	6041	2011-07-18	COMMON BOND CUISINE	$600	White, thin crust, deep-dish	pizza
4967	6042	2011-07-18	COUNTRIES' CURRENCIES	$600	It's the currency in common to India & Sri Lanka	the rupee
4968	6043	2011-07-18	AT HOME WITH A GOOD BOOK	$600	Mr. Rochester's Thornfield Hall, burned down by the insane Bertha Mason	Jane Eyre
4969	6044	2011-07-18	"""EARS"" TO YOU"	$600	"Last name of Billy, mentioned in ""Sgt. Pepper's Lonely Hearts Club Band"""	(Billy) Shears
4970	6045	2011-07-18	FRENCH COMPOSERS	$800	"Maurice Ravel's 4 of these include ""Daphnis and Chloe"", written for Diaghilev, & the original version of ""Bolero"""	ballets
4971	6046	2011-07-18	TV CAREER MOVES	$800	"Before she was Michael Scott's crush on ""The Office"", Amy Ryan was a Baltimore port police officer on this show"	The Wire
4972	6047	2011-07-18	COMMON BOND CUISINE	$800	Albondigas, Swedish, sweet & sour	meatballs
4973	6048	2011-07-18	COUNTRIES' CURRENCIES	$800	As you might guess, the lats is the basic monetary unit of this Baltic country	Latvia
4974	6049	2011-07-18	AT HOME WITH A GOOD BOOK	$1,500	Netherfield House, let by the rich, handsome & eligible Charles Bingley	Pride & Prejudice
4975	6050	2011-07-18	"""EARS"" TO YOU"	$800	To be behind in the payment of a debt is to be in this	arrears
4976	6051	2011-07-18	FRENCH COMPOSERS	$1000	"This ""Symphonie Fantastique"" composer was given 20,000 francs by Paganini, who declared him a musical genius"	(Hector) Berlioz
4977	6052	2011-07-18	TV CAREER MOVES	$1000	"You may remember Ron Perlman's ""beastly"" role opposite Linda Hamilton, but now he's a biker on this FX show"	Sons of Anarchy
4978	6053	2011-07-18	COMMON BOND CUISINE	$1000	Plum, butterscotch, blancmange	puddings
4979	6054	2011-07-18	COUNTRIES' CURRENCIES	$1000	This country's Rand was named for a gold mining region	South Africa
4980	6055	2011-07-18	AT HOME WITH A GOOD BOOK	$1000	Manderley, which the second Mrs. de Winter dreamt she went to again	Rebecca
4981	6056	2011-07-18	"""EARS"" TO YOU"	$1000	"Keats wrote, ""When I have"" these ""that I may cease to be"""	fears
4982	6057	2011-07-18	WOMEN IN SCIENCE	$400	In 1905 biologist Nettie Stevens showed that these 2 chromosomes determine a person's sex	the X and Y chromosomes
4983	6058	2011-07-18	WATER CARRIERS	$400	One of these channels, built to bring goods by water to Madras, India, took 76 years to finish	an canal
4984	6059	2011-07-18	"STARTS & ENDS WITH ""H"""	$400	An intuitive feeling	a hunch
4985	6060	2011-07-18	LESLIE NIELSEN MOVIES	$400	"In this film, Robert Hays: ""Surely you can't be serious."" Leslie: ""I am serious...and don't call me Shirley"""	Airplane!
4986	6061	2011-07-18	DON'T	$400	Don't sign up for a cruise on this ship, Queequeg!  Only one guy is escaping to tell the tale, & it's not you!	the Pequod
4987	6062	2011-07-18	CALL ME SHIRLEY	$400	The Screen Actors Guild presented this child star with a lifetime achievement award in 2006	Shirley Temple Black
4988	6063	2011-07-18	WOMEN IN SCIENCE	$800	"Ada Yonath won a Nobel Prize ""for studies of"" this organelle, site of protein synthesis, from which RNA gets its name"	a ribosome
4989	6064	2011-07-18	WATER CARRIERS	$8,200	The 62-mile Kings River flume in California wasn't built for a theme park but to float these	logs
4990	6065	2011-07-18	"STARTS & ENDS WITH ""H"""	$800	"In music it can mean ""sharp"""	high
4991	6066	2011-07-18	LESLIE NIELSEN MOVIES	$800	"Offered one of these in ""The Naked Gun"", Leslie is asked, ""Cuban?"" his response: ""Dutch Irish. My father was from Wales."	a cigar
4992	6067	2011-07-18	DON'T	$800	"Faustus! Don't let Mephistopheles convince you to sign that deal with this ""bright"" chief devil! It's a trap!"	Lucifer
4993	6068	2011-07-18	CALL ME SHIRLEY	$800	Dramatist James Shirley moved to Dublin in 1636 after parliament closed Britain's theaters as a precaution against this	the bubonic plague
4994	6069	2011-07-18	WOMEN IN SCIENCE	$1200	During the depression, this marine biologist & ecologist wrote radio scripts for the U.S. Bureau of Fisheries	Rachel Carson
4995	6070	2011-07-18	WATER CARRIERS	$1200	"Martin Luther King hoped for righteousness to roll down ""like a mighty"" this, not quite a river"	a mighty stream
4996	6071	2011-07-18	"STARTS & ENDS WITH ""H"""	$1200	To secretly devise something, like a plan for a really good door on my boat	hatch
4997	6072	2011-07-18	LESLIE NIELSEN MOVIES	$1200	"One of Saskatchewan-born Leslie's last starring roles was in 2002's ""Men with Brooms"", about this sport"	curling
4998	6073	2011-07-18	DON'T	$1200	Don't kill that old guy in the chariot over a little road rage, Oedipus! He's really this relation!	your father
4999	6074	2011-07-18	CALL ME SHIRLEY	$1200	In 1969 she became the first African-American congresswoman	(Shirley) Chisolm
5000	6075	2011-07-18	WOMEN IN SCIENCE	$1600	In August 1969, after 34 years, Dorothy Hodgkin identified the atomic structure of this pancreatic hormone	insulin
5001	6076	2011-07-18	WATER CARRIERS	$1600	In 1590 Sir Francis Drake built the 17-mile River Leat, one of these channels, bringing water to Plymouth, England	an aquaduct
5002	6077	2011-07-18	"STARTS & ENDS WITH ""H"""	$5,800	The first ordinal number that fits the bill	hundredth
5003	6078	2011-07-18	LESLIE NIELSEN MOVIES	$1600	Leslie was captain of the ship in this 1972 disaster movie--no wonder things turned upside down!	The Poseidon Adventure
5004	6079	2011-07-18	DON'T	$1600	Jason! Don't leave this wife to marry king Creon's daughter! Think of the children!	Medea
5005	6080	2011-07-18	CALL ME SHIRLEY	$1600	"Shirley Verrett, best known as one of these, was dubbed ""la nera Callas"" by enamored Italians"	an opera singer
5006	6081	2011-07-18	WOMEN IN SCIENCE	$2000	Rosa Smith Eigenmann, discoverer of the blind goby, was the first important woman in this -ology	ichthyology
5007	6082	2011-07-18	WATER CARRIERS	$2000	"In the 1950s <a href=""http://www.j-archive.com/media/2011-07-18_DJ_18.jpg"" target=""_blank"">this</a> project opened up a 2,300-mile system of waterways"	the Saint Lawrence Seaway project
5008	6083	2011-07-18	"STARTS & ENDS WITH ""H"""	$2000	"""Love is not a victory march"" is a line in this oft-covered Leonard Cohen tune"	"""Hallaujah"""
5009	6084	2011-07-18	LESLIE NIELSEN MOVIES	$2000	"Leslie starred opposite Anne Francis & Robby the Robot in this 1956 sci-fi classic based on ""The Tempest"""	Forbidden Planet
5010	6085	2011-07-18	DON'T	$2000	Don't drink that poison, Romeo! This friar is on his way to tell you Juliet isn't really dead!	Friar Lawrence
5011	6086	2011-07-18	CALL ME SHIRLEY	$2000	"Her ""The Haunting of Hill House"" is considered a treasure of Gothic horror literature"	Shirley Jackson
5012	6087	2011-07-15	THE LION	$200	Though they vary between individuals & populations, these on male lions help to make them look larger	manes
5013	6088	2011-07-15	THE WITCH	$200	This TV family included Uncle Fester & Grandmama, a potion-making witch	the Addams family
5014	6089	2011-07-15	THE WARDROBE	$200	"A book by Frances Hodgson Burnett inspired the velvet suit for boys called ""Little Lord"" this"	Fauntleroy
5015	6090	2011-07-15	DISEMVOWELMENT	$200	It's a coniferous tree that can reach 300 feet: SQ	a sequoia
5016	6091	2011-07-15	MILITARY RANKS	$200	Not public	private
5017	6092	2011-07-15	LIFESAVING AT BONDI BEACH	$200	"(<a href=""http://www.j-archive.com/media/2011-07-15_J_26.jpg"" target=""_blank"">Sarah gives the clue from Bondi Beach.</a>) The familiar red-&-yellow flags & uniforms of Australia's lifesavers originated with the maritime code  signals, in which a red-and-yellow flag stood for the letter ""O"", which was used to signal man in this predicament"	overboard
5018	6093	2011-07-15	THE LION	$400	Most lions live in Africa, but several hundred asiatic lions also live in this country's Gir National Park	India
5019	6094	2011-07-15	THE WITCH	$400	Talk about your mother-in-law being a real witch--Darrin had to deal with Endora on this TV show	Bewitched
5020	6095	2011-07-15	THE WARDROBE	$400	"These openwork hose in a diamond pattern have a ""catchy"" name"	fishnets
5021	6096	2011-07-15	DISEMVOWELMENT	$400	It's a final, uncompromising demand: LTMTM	an ultimatum
5022	6097	2011-07-15	MILITARY RANKS	$400	Not specific	general
5023	6098	2011-07-15	LIFESAVING AT BONDI BEACH	$400	"(<a href=""http://www.j-archive.com/media/2011-07-15_J_27.jpg"" target=""_blank"">Kelly gives the clue from Bondi Beach.</a>) In cold weather, hypothermia causes the body to lose heat faster than it can be produced; in hot weather, lifesavers often have to treat this opposite condition, from Greek for ""overheating"""	hyperthermia
5024	6099	2011-07-15	THE LION	$3,800	Lions love this type of grassy plain with scattered trees that sounds like a Georgia city	savanna
5025	6100	2011-07-15	THE WITCH	$600	Aunts HIlda & Zelda told a 16-year-old she's a witch on this sitcom	Sabrina, the Teenage Witch
5026	6101	2011-07-15	THE WARDROBE	$600	"Similar to chinos, these pants get their name from the Urdu for ""dust color"""	khakis
5027	6102	2011-07-15	DISEMVOWELMENT	$600	"This condition is from the Greek for ""want of blood"": NM"	anemia
5028	6103	2011-07-15	MILITARY RANKS	$600	A student's declared field of study	major
5029	6104	2011-07-15	LIFESAVING AT BONDI BEACH	$600	"(<a href=""http://www.j-archive.com/media/2011-07-15_J_28.jpg"" target=""_blank"">Sarah gives the clue from Bondi Beach.</a>)  Emergency treatment for cardiac arrest often involves giving the victim's chest an electrical shock, to jolt the heart out of the deadly state known as ventricular this, or v-fib"	fibrillation
5030	6105	2011-07-15	THE LION	$800	"Roaring & scent marking are the 2 ways that lions establish this, from the Latin for ""earth"""	territory
5031	6106	2011-07-15	THE WITCH	$800	Witchiepoo coveted Freddy the Talking Flute on this Sid & Marty Krofft kids' show	H.R. Pufnstuf
5032	6107	2011-07-15	THE WARDROBE	$800	A twin set is often a short-sleeve pullover sweater worn under this long-sleeve sweater that buttons in front	a cardigan
5033	6108	2011-07-15	DISEMVOWELMENT	$800	"A boyfriend, a fop, a ""geste"": B"	a beau
5034	6109	2011-07-15	MILITARY RANKS	$800	Kangaroo was one on TV	captain
5035	6110	2011-07-15	LIFESAVING AT BONDI BEACH	$800	"(<a href=""http://www.j-archive.com/media/2011-07-15_J_29.wmv"">Sarah gives the clue from Bondi Beach.</a>) The evacuation siren & flag are used when one of these is approaching, as happened in February 2010, following an earthquake across the Pacific in Chile"	a tsunami
5036	6111	2011-07-15	THE LION	$1000	This Tanzanian national park lost more than 1,000 lions in 1994 when they caught canine distemper from domestic dogs	the Serengeti
5037	6112	2011-07-15	THE WITCH	$1000	The Halliwell sisters were good witches who fought evil on this TV show	Charmed
5038	6113	2011-07-15	THE WARDROBE	$1000	Katharine Hepburn had her tailoring done at this fraternal clothing company known for its men's suits	Brooks Brothers
5039	6114	2011-07-15	DISEMVOWELMENT	$1000	It means unmindful or unaware: BLVS	oblivious
5040	6115	2011-07-15	MILITARY RANKS	$1000	Painful punishment practice	corporal
5041	6116	2011-07-15	LIFESAVING AT BONDI BEACH	$1000	"(<a href=""http://www.j-archive.com/media/2011-07-15_J_30.wmv"">Kelly of the Clue Crew gives the clue from a rescue boat off Bondi Beach.</a>)  Inflatable rescue boats are serious rescue tools, not bathtub toys, but here they're affectionately called ""rubber"" these"	duckies
5042	6117	2011-07-15	THE BALKAN PENINSULA	$400	A small portion of this country, the only part that's in Europe, lies on the Balkan Peninsula	Turkey
5043	6118	2011-07-15	FILM FIRST NAMES	$400	"Title spy guy from ""The Bourne Identity"""	Jason
5044	6119	2011-07-15	EMPIRE FALLS	$400	"At its height, it was known as the empire ""on which the sun never sets"", a reference to a line by John Wilson"	the British Empire
5045	6120	2011-07-15	INDIAN GAMING	$400	Canada's Micmac Indians were early players of this winter game & a brand of stick was named for them	hockey
5046	6121	2011-07-15	THE SUBJECT IS ROSES	$400	Most rose species, like rosa chinensis, are native to this continent	Asia
5047	6122	2011-07-15	"BY THE ""BOOK"""	$400	"A bachelor may keep a ""little"" one of these with phone numbers of girls ranging from Ann to Zoe"	a little black book
5048	6123	2011-07-15	THE BALKAN PENINSULA	$800	A 1995 peace accord divided this 2-named country into a Muslim-Croat Federation & a Serb Republic	Bosnia-Herzegovina
5049	6124	2011-07-15	FILM FIRST NAMES	$800	"It's the given name of  ""Citizen Kane"""	Charles (Foster Kane)
5050	6125	2011-07-15	EMPIRE FALLS	$800	"By the time of Trajan's death in 117 A.D., this empire covered the area seen <a href=""http://www.j-archive.com/media/2011-07-15_DJ_02.jpg"" target=""_blank"">here</a>"	the Roman Empire
5051	6126	2011-07-15	INDIAN GAMING	$800	Lewis & Clark described a common game of hiding a small object in one of these--guess which	hand
5052	6127	2011-07-15	THE SUBJECT IS ROSES	$800	Don't tell the band Poison, but the smooth buttercup Z& zephirine drouhin are bred to not have these	thorns
5053	6128	2011-07-15	"BY THE ""BOOK"""	$800	On October 10, 1896 the New York Times published a section devoted to these for the very first time	book reviews
5054	6129	2011-07-15	THE BALKAN PENINSULA	$1200	In the 1990s Greece imposed a trade embargo on this nation in a dispute over its name	Macedonia
